name,country,subcountry,geonameid
Wollongong city centre,Australia,,11523847
Glen Waverly,Australia,,13118725
Tanki Leendert,Aruba,,3577072
San Nicolas,Aruba,,3577089
Oranjestad,Aruba,,3577154
Noord,Aruba,,3577159
Mariehamn,Åland Islands,,3041732
Xankandi,Azerbaijan,,146970
Əhmədbəyli,Azerbaijan,,147059
Şuşa,Azerbaijan,,147105
Salyan,Azerbaijan,,147271
Saatlı,Azerbaijan,,147288
Neftçala,Azerbaijan,,147425
Naxçıvan,Azerbaijan,,147429
Lerik,Azerbaijan,,147611
Lankaran,Azerbaijan,,147622
Imishli,Azerbaijan,,147982
Fizuli,Azerbaijan,,148106
Jalilabad,Azerbaijan,,148290
Pushkino,Azerbaijan,,148340
Beylagan,Azerbaijan,,148354
Astara,Azerbaijan,,148445
Şirvan,Azerbaijan,,148565
Ağdam,Azerbaijan,,148619
Zaqatala,Azerbaijan,,584596
Zabrat,Azerbaijan,,584614
Yevlakh,Azerbaijan,,584649
Göygöl,Azerbaijan,,584716
Xaçmaz,Azerbaijan,,584717
Ujar,Azerbaijan,,584791
Tovuz,Azerbaijan,,584821
Terter,Azerbaijan,,584871
Sumqayıt,Azerbaijan,,584923
Qaraçuxur,Azerbaijan,,585103
Shamkhor,Azerbaijan,,585152
Shamakhi,Azerbaijan,,585156
Sheki,Azerbaijan,,585170
Sabunçu,Azerbaijan,,585184
Sabirabad,Azerbaijan,,585187
Qusar,Azerbaijan,,585220
Quba,Azerbaijan,,585221
Hacıqabul,Azerbaijan,,585225
Qazax,Azerbaijan,,585226
Hacı Zeynalabdin,Azerbaijan,,585379
Mingelchaur,Azerbaijan,,585514
Maştağa,Azerbaijan,,585557
Mardakan,Azerbaijan,,585568
Lokbatan,Azerbaijan,,585630
Kyurdarmir,Azerbaijan,,585763
Khirdalan,Azerbaijan,,585915
İsmayıllı,Azerbaijan,,586318
Yeni Suraxanı,Azerbaijan,,586340
Göyçay,Azerbaijan,,586427
Hövsan,Azerbaijan,,586429
Ganja,Azerbaijan,,586523
Divichibazar,Azerbaijan,,586763
Buzovna,Azerbaijan,,586925
Biny Selo,Azerbaijan,,586968
Barda,Azerbaijan,,587057
Bilajari,Azerbaijan,,587078
Baku,Azerbaijan,,587084
Amirdzhan,Azerbaijan,,587261
Aghsu,Azerbaijan,,587361
Ağdaş,Azerbaijan,,587378
Agdzhabedy,Azerbaijan,,587384
Bakıxanov,Azerbaijan,,824003
Zenica,Bosnia and Herzegovina,,3186573
Visoko,Bosnia and Herzegovina,,3187609
Velika Kladuša,Bosnia and Herzegovina,,3188225
Tuzla,Bosnia and Herzegovina,,3188582
Trebinje,Bosnia and Herzegovina,,3188893
Travnik,Bosnia and Herzegovina,,3188924
Sarajevo,Bosnia and Herzegovina,,3191281
Prijedor,Bosnia and Herzegovina,,3192409
Mostar,Bosnia and Herzegovina,,3194828
Lukavac,Bosnia and Herzegovina,,3196079
Ilidža,Bosnia and Herzegovina,,3199145
Gradačac,Bosnia and Herzegovina,,3199744
Gračanica,Bosnia and Herzegovina,,3199779
Goražde,Bosnia and Herzegovina,,3200396
Doboj,Bosnia and Herzegovina,,3201984
Cazin,Bosnia and Herzegovina,,3202822
Bugojno,Bosnia and Herzegovina,,3203099
Brčko,Bosnia and Herzegovina,,3203521
Bosanska Krupa,Bosnia and Herzegovina,,3203653
Bijeljina,Bosnia and Herzegovina,,3204186
Bihać,Bosnia and Herzegovina,,3204222
Banja Luka,Bosnia and Herzegovina,,3204541
Konjic,Bosnia and Herzegovina,,3337476
Bridgetown,Barbados,,3374036
Thākurgaon,Bangladesh,,1185092
Teknāf,Bangladesh,,1185095
Tungi,Bangladesh,,1185098
Sylhet,Bangladesh,,1185099
Dohār,Bangladesh,,1185100
Jamālpur,Bangladesh,,1185106
Shibganj,Bangladesh,,1185107
Shibganj,Bangladesh,,1185108
Sātkhira,Bangladesh,,1185111
Sirajganj,Bangladesh,,1185115
Netrakona,Bangladesh,,1185116
Narsingdi,Bangladesh,,1185117
Sandwīp,Bangladesh,,1185120
Shāhzādpur,Bangladesh,,1185121
Rāmganj,Bangladesh,,1185127
Rājshāhi,Bangladesh,,1185128
Pirojpur,Bangladesh,,1185138
Panchagarh,Bangladesh,,1185141
Patiya,Bangladesh,,1185148
Parbatipur,Bangladesh,,1185149
Nārāyanganj,Bangladesh,,1185155
Nālchiti,Bangladesh,,1185156
Nāgarpur,Bangladesh,,1185159
Nageswari,Bangladesh,,1185160
Mymensingh,Bangladesh,,1185162
Muktāgācha,Bangladesh,,1185164
Mirzāpur,Bangladesh,,1185165
Maulavi Bāzār,Bangladesh,,1185166
Morrelgonj,Bangladesh,,1185167
Mehendiganj,Bangladesh,,1185171
Mathba,Bangladesh,,1185173
Lalmonirhat,Bangladesh,,1185181
Lākshām,Bangladesh,,1185183
Comilla,Bangladesh,,1185186
Rangpur,Bangladesh,,1185188
Kushtia,Bangladesh,,1185191
Kālīganj,Bangladesh,,1185199
Jhingergācha,Bangladesh,,1185204
Joypur Hāt,Bangladesh,,1185206
Ishwardi,Bangladesh,,1185207
Habiganj,Bangladesh,,1185209
Gaurnadi,Bangladesh,,1185210
Gafargaon,Bangladesh,,1185218
Feni,Bangladesh,,1185224
Rāipur,Bangladesh,,1185236
Sarankhola,Bangladesh,,1185239
Ramna Maidan,Bangladesh,,1185240
Dhaka,Bangladesh,,1185241
Chilmāri,Bangladesh,,1185247
Chhāgalnāiya,Bangladesh,,1185249
Lālmohan,Bangladesh,,1185251
Khagrachhari,Bangladesh,,1185252
Chhātak,Bangladesh,,1185254
Bhātpāra Abhaynagar,Bangladesh,,1185260
Bherāmāra,Bangladesh,,1185262
Bhairab Bāzār,Bangladesh,,1185263
Bāndarban,Bangladesh,,1185270
Kālia,Bangladesh,,1185272
Baniachang,Bangladesh,,1185274
Bājitpur,Bangladesh,,1185276
Bagerhat,Bangladesh,,1185281
Badarganj,Bangladesh,,1185283
Narail,Bangladesh,,1185293
Tungipāra,Bangladesh,,1185920
Sonārgaon,Bangladesh,,1187530
Shāhbāzpur Town,Bangladesh,,1188204
Sarishābāri,Bangladesh,,1188569
Sakhipur,Bangladesh,,1189056
Raojān,Bangladesh,,1189638
Phultala,Bangladesh,,1191139
Pālang,Bangladesh,,1191368
Pār Naogaon,Bangladesh,,1192366
Nagar Naluākot,Bangladesh,,1193745
Nabīnagar,Bangladesh,,1193823
Mohāmmadpur,Bangladesh,,1194041
Mātuail,Bangladesh,,1194575
Lakshmīpur,Bangladesh,,1196292
Kesabpur,Bangladesh,,1197895
Kāfrul,Bangladesh,,1199503
Gazipur,Bangladesh,,1200109
Hājīganj,Bangladesh,,1201753
Farīdpur,Bangladesh,,1203344
Dukuria,Bangladesh,,1203762
Dohazāri,Bangladesh,,1203878
Dinajpur,Bangladesh,,1203891
Uttar Char Fasson,Bangladesh,,1205481
Chattogram,Bangladesh,,1205733
Char Bhadrāsan,Bangladesh,,1207047
Bhātāra,Bangladesh,,1209106
Bera,Bangladesh,,1209562
Burhānuddin,Bangladesh,,1210565
Āshuganj City,Bangladesh,,1212405
Sātkania,Bangladesh,,1336133
Cox’s Bāzār,Bangladesh,,1336134
Khulna,Bangladesh,,1336135
Bhola,Bangladesh,,1336136
Barishal,Bangladesh,,1336137
Rāngāmāti,Bangladesh,,1336139
Jessore,Bangladesh,,1336140
Pābna,Bangladesh,,1336143
Tāngāil,Bangladesh,,1336144
Bogra,Bangladesh,,1337233
Pīrgaaj,Bangladesh,,1337239
Nawābganj,Bangladesh,,1337240
Madaripur,Bangladesh,,1337245
Sherpur,Bangladesh,,1337248
Kishorganj,Bangladesh,,1337249
Savar,Bangladesh,,1349452
Hāthazāri,Bangladesh,,1462674
Manikchari,Bangladesh,,1462681
Bhāndāria,Bangladesh,,1477498
Bibir Hat,Bangladesh,,6414184
Saidpur,Bangladesh,,6545349
Puthia,Bangladesh,,7483743
Natore,Bangladesh,,7483813
Dhanmondi,Bangladesh,,7683974
Pallabi,Bangladesh,,7696679
Azimpur,Bangladesh,,7701354
Paotana Hat,Bangladesh,,7926419
Karnaphuli,Bangladesh,,8299875
Paltan,Bangladesh,,9827976
Mirpur Model Thana,Bangladesh,,11395976
Zwijndrecht,Belgium,,2783081
Zwevegem,Belgium,,2783089
Zottegem,Belgium,,2783175
Zonhoven,Belgium,,2783188
Zolder,Belgium,,2783197
Zemst,Belgium,,2783274
Zele,Belgium,,2783293
Zedelgem,Belgium,,2783308
Zaventem,Belgium,,2783310
Wondelgem,Belgium,,2783456
Woluwe-Saint-Lambert,Belgium,,2783476
Wilrijk,Belgium,,2783615
Willebroek,Belgium,,2783632
Wevelgem,Belgium,,2783759
Wetteren,Belgium,,2783763
Westerlo,Belgium,,2783801
Wervik,Belgium,,2783820
Wavre,Belgium,,2783941
Watermael-Boitsfort,Belgium,,2783979
Waterloo,Belgium,,2783985
Waregem,Belgium,,2784068
Walcourt,Belgium,,2784189
Visé,Belgium,,2784548
Vilvoorde,Belgium,,2784604
Verviers,Belgium,,2784821
Uccle,Belgium,,2785123
Turnhout,Belgium,,2785141
Tubize,Belgium,,2785169
Tournai,Belgium,,2785341
Torhout,Belgium,,2785364
Tongeren,Belgium,,2785389
Tienen,Belgium,,2785470
Tielt,Belgium,,2785476
Tessenderlo,Belgium,,2785612
Tervuren,Belgium,,2785622
Temse,Belgium,,2785778
Stekene,Belgium,,2786087
Stabroek,Belgium,,2786229
Soumagne,Belgium,,2786344
Soignies,Belgium,,2786420
Sint-Truiden,Belgium,,2786545
Sint-Pieters-Leeuw,Belgium,,2786559
Sint-Niklaas,Belgium,,2786578
Sint-Kruis,Belgium,,2786634
Sint-Katelijne-Waver,Belgium,,2786641
Sint-Gillis-Waas,Belgium,,2786694
Sint-Genesius-Rode,Belgium,,2786700
Sint-Andries,Belgium,,2786739
Sint-Amandsberg,Belgium,,2786743
Seraing,Belgium,,2786824
Schoten,Belgium,,2786963
Schilde,Belgium,,2787048
Schaerbeek,Belgium,,2787149
Saint-Nicolas,Belgium,,2787356
Saint-Josse-ten-Noode,Belgium,,2787387
Saint-Gilles,Belgium,,2787413
Saint-Ghislain,Belgium,,2787416
Rotselaar,Belgium,,2787662
Ronse,Belgium,,2787769
Roeselare,Belgium,,2787889
Rixensart,Belgium,,2787989
Riemst,Belgium,,2788088
Ranst,Belgium,,2788348
Quaregnon,Belgium,,2788499
Puurs,Belgium,,2788506
Putte,Belgium,,2788521
Poperinge,Belgium,,2788726
Pont-à-Celles,Belgium,,2788765
Péruwelz,Belgium,,2789162
Peer,Belgium,,2789232
Overijse,Belgium,,2789413
Oupeye,Belgium,,2789471
Oudenaarde,Belgium,,2789529
Oostkamp,Belgium,,2789751
Ostend,Belgium,,2789786
Nivelles,Belgium,,2790101
Ninove,Belgium,,2790114
Nijlen,Belgium,,2790135
Neerpelt,Belgium,,2790357
Namur,Belgium,,2790471
Mouscron,Belgium,,2790595
Mortsel,Belgium,,2790676
Morlanwelz-Mariemont,Belgium,,2790697
Montignies-sur-Sambre,Belgium,,2790796
Mons,Belgium,,2790869
Molenbeek-Saint-Jean,Belgium,,2791018
Mol,Belgium,,2791067
Middelkerke,Belgium,,2791194
Merksem,Belgium,,2791301
Merelbeke,Belgium,,2791315
Menen,Belgium,,2791343
Meise,Belgium,,2791424
Mechelen-aan-de-Maas,Belgium,,2791534
Mechelen,Belgium,,2791537
Mariakerke,Belgium,,2791700
Marcinelle,Belgium,,2791726
Marchienne-au-Pont,Belgium,,2791735
Marche-en-Famenne,Belgium,,2791744
Manage,Belgium,,2791814
Maldegem,Belgium,,2791857
Maasmechelen,Belgium,,2791961
Maaseik,Belgium,,2791964
Louvain-la-Neuve,Belgium,,2792073
Lommel,Belgium,,2792179
Lokeren,Belgium,,2792196
Lochristi,Belgium,,2792235
Lille,Belgium,,2792360
Lier,Belgium,,2792397
Liège,Belgium,,2792413
Leuven,Belgium,,2792482
Lessines,Belgium,,2792567
Lede,Belgium,,2793077
Lebbeke,Belgium,,2793144
Lanaken,Belgium,,2793446
La Louvière,Belgium,,2793508
Kortrijk,Belgium,,2794055
Kortenberg,Belgium,,2794070
Kontich,Belgium,,2794117
Koksijde,Belgium,,2794166
Koersel,Belgium,,2794179
Koekelberg,Belgium,,2794190
Knokke-Heist,Belgium,,2794210
Kessel-Lo,Belgium,,2794507
Kasterlee,Belgium,,2794663
Kapellen,Belgium,,2794730
Kalmthout,Belgium,,2794788
Jumet,Belgium,,2794860
Jette,Belgium,,2794914
Jambes,Belgium,,2794981
Izegem,Belgium,,2795009
Ixelles,Belgium,,2795011
Ieper,Belgium,,2795100
Huy,Belgium,,2795113
Houthalen,Belgium,,2795261
Hoogstraten,Belgium,,2795398
Hoboken,Belgium,,2795730
Heverlee,Belgium,,2795783
Heusy,Belgium,,2795795
Heusden,Belgium,,2795800
Herzele,Belgium,,2795908
Herve,Belgium,,2795912
Herstal,Belgium,,2795930
Herentals,Belgium,,2796009
Herent,Belgium,,2796012
Helchteren,Belgium,,2796132
Heist-op-den-Berg,Belgium,,2796153
Hasselt,Belgium,,2796491
Harelbeke,Belgium,,2796542
Hamme,Belgium,,2796637
Halle,Belgium,,2796696
Haaltert,Belgium,,2796833
Grivegnée,Belgium,,2797096
Grimbergen,Belgium,,2797114
Gilly,Belgium,,2797532
Geraardsbergen,Belgium,,2797638
Gentbrugge,Belgium,,2797652
Gent,Belgium,,2797656
Genk,Belgium,,2797670
Gembloux,Belgium,,2797713
Geel,Belgium,,2797779
Ganshoren,Belgium,,2797844
Frameries,Belgium,,2798023
Forest,Belgium,,2798139
Fleurus,Belgium,,2798297
Fléron,Belgium,,2798301
Flémalle-Haute,Belgium,,2798307
Evergem,Belgium,,2798551
Evere,Belgium,,2798554
Eupen,Belgium,,2798573
Etterbeek,Belgium,,2798578
Ekeren,Belgium,,2798873
Eeklo,Belgium,,2798987
Edegem,Belgium,,2799007
Duffel,Belgium,,2799090
Dour,Belgium,,2799226
Dilbeek,Belgium,,2799365
Diksmuide,Belgium,,2799369
Diest,Belgium,,2799397
Diepenbeek,Belgium,,2799412
Deurne,Belgium,,2799478
Destelbergen,Belgium,,2799496
Dendermonde,Belgium,,2799645
Denderleeuw,Belgium,,2799647
Deinze,Belgium,,2799746
Courcelles,Belgium,,2800063
Colfontaine,Belgium,,2800220
Chaudfontaine,Belgium,,2800438
Châtelineau,Belgium,,2800445
Châtelet,Belgium,,2800448
Charleroi,Belgium,,2800481
Brussels,Belgium,,2800866
Brugge,Belgium,,2800931
Brasschaat,Belgium,,2801117
Braine-le-Comte,Belgium,,2801150
Braine-l'Alleud,Belgium,,2801154
Boussu,Belgium,,2801226
Bornem,Belgium,,2801447
Borgerhout,Belgium,,2801471
Boom,Belgium,,2801494
Blauwput,Belgium,,2801824
Blankenberge,Belgium,,2801858
Binche,Belgium,,2801922
Bilzen,Belgium,,2801924
Beveren,Belgium,,2802031
Bevere,Belgium,,2802039
Beringen,Belgium,,2802170
Berchem-Sainte-Agathe,Belgium,,2802247
Berchem,Belgium,,2802249
Beersel,Belgium,,2802433
Beerse,Belgium,,2802435
Balen,Belgium,,2802743
Auderghem,Belgium,,2802960
Ath,Belgium,,2803010
Assebroek,Belgium,,2803030
Asse,Belgium,,2803033
Arlon,Belgium,,2803073
Antwerpen,Belgium,,2803138
Ans,Belgium,,2803160
Anderlecht,Belgium,,2803201
Andenne,Belgium,,2803204
Aarschot,Belgium,,2803429
Aalter,Belgium,,2803443
Aalst,Belgium,,2803448
Zorgo,Burkina Faso,,2353197
Ziniaré,Burkina Faso,,2353257
Zinguédéssé,Burkina Faso,,2353332
Zabré,Burkina Faso,,2353436
Yalgo,Burkina Faso,,2353670
Yako,Burkina Faso,,2353688
Tougan,Burkina Faso,,2354176
Toma,Burkina Faso,,2354265
Tô,Burkina Faso,,2354340
Titao,Burkina Faso,,2354349
Tita,Burkina Faso,,2354351
Tenkodogo,Burkina Faso,,2354675
Solenzo,Burkina Faso,,2355404
Sapouy,Burkina Faso,,2355869
Saonré,Burkina Faso,,2355886
Sabou,Burkina Faso,,2356136
Saaba,Burkina Faso,,2356157
Réo,Burkina Faso,,2356228
Pouytenga,Burkina Faso,,2356300
Pô,Burkina Faso,,2356454
Pissila,Burkina Faso,,2356467
Pa,Burkina Faso,,2356765
Ouahigouya,Burkina Faso,,2357043
Ouagadougou,Burkina Faso,,2357048
Orodara,Burkina Faso,,2357062
Nioko I,Burkina Faso,,2357109
Nouna,Burkina Faso,,2357163
Niangoloko,Burkina Faso,,2357371
Natiaboani,Burkina Faso,,2357487
Mogtédo,Burkina Faso,,2357931
Manga,Burkina Faso,,2358100
Léo,Burkina Faso,,2358382
Koupéla,Burkina Faso,,2358738
Kouka,Burkina Faso,,2358898
Koudougou,Burkina Faso,,2358946
Korsimoro,Burkina Faso,,2359042
Kongoussi,Burkina Faso,,2359142
Kombissiri,Burkina Faso,,2359227
Kokologo,Burkina Faso,,2359317
Kindi,Burkina Faso,,2359495
Kaya,Burkina Faso,,2359608
Karankasso,Burkina Faso,,2359695
Houndé,Burkina Faso,,2360073
Gourcy,Burkina Faso,,2360238
Gayéri,Burkina Faso,,2360541
Garango,Burkina Faso,,2360615
Gaoua,Burkina Faso,,2360620
Fara Department,Burkina Faso,,2360855
Fada N'gourma,Burkina Faso,,2360886
Dori,Burkina Faso,,2361082
Djibo,Burkina Faso,,2361177
Diébougou,Burkina Faso,,2361342
Diapaga,Burkina Faso,,2361373
Dédougou,Burkina Faso,,2361477
Dano,Burkina Faso,,2361586
Gomboussougou,Burkina Faso,,2361778
Boussé,Burkina Faso,,2361845
Bourzanga,Burkina Faso,,2361853
Boulsa,Burkina Faso,,2361946
Boromo,Burkina Faso,,2362150
Bogandé,Burkina Faso,,2362323
Bobo-Dioulasso,Burkina Faso,,2362344
Bittou,Burkina Faso,,2362376
Béguédo,Burkina Faso,,2362626
Batié,Burkina Faso,,2362669
Barogo,Burkina Faso,,2362740
Banfora,Burkina Faso,,2362909
Bama,Burkina Faso,,2362970
Aribinda,Burkina Faso,,2363174
Mani,Burkina Faso,,10342754
Namponkoré,Burkina Faso,,12217144
Cinkansé,Burkina Faso,,12640343
Kompienga,Burkina Faso,,12640344
Yambol,Bulgaria,,725578
Vratsa,Bulgaria,,725712
Vidin,Bulgaria,,725905
Velingrad,Bulgaria,,725988
Veliko Tŭrnovo,Bulgaria,,725993
Varna,Bulgaria,,726050
Targovishte,Bulgaria,,726174
Troyan,Bulgaria,,726320
Dobrich,Bulgaria,,726418
Svishtov,Bulgaria,,726534
Svilengrad,Bulgaria,,726546
Stara Zagora,Bulgaria,,726848
Dupnitsa,Bulgaria,,726872
Sofia,Bulgaria,,727011
Smolyan,Bulgaria,,727030
Sliven,Bulgaria,,727079
Silistra,Bulgaria,,727221
Shumen,Bulgaria,,727233
Sevlievo,Bulgaria,,727337
Sandanski,Bulgaria,,727447
Samokov,Bulgaria,,727462
Ruse,Bulgaria,,727523
Razgrad,Bulgaria,,727696
Rakovski,Bulgaria,,727791
Parvomay,Bulgaria,,727886
Popovo,Bulgaria,,728075
Plovdiv,Bulgaria,,728193
Pleven,Bulgaria,,728203
Petrich,Bulgaria,,728288
Peshtera,Bulgaria,,728317
Pernik,Bulgaria,,728330
Pazardzhik,Bulgaria,,728378
Panagyurishte,Bulgaria,,728448
Nova Zagora,Bulgaria,,728742
Montana,Bulgaria,,729114
Lovech,Bulgaria,,729559
Lom,Bulgaria,,729581
Kyustendil,Bulgaria,,729730
Kardzhali,Bulgaria,,729794
Haskovo,Bulgaria,,730435
Harmanli,Bulgaria,,730442
Kazanlak,Bulgaria,,730496
Karnobat,Bulgaria,,730559
Karlovo,Bulgaria,,730565
Gotse Delchev,Bulgaria,,731108
Gorna Oryahovitsa,Bulgaria,,731233
Gabrovo,Bulgaria,,731549
Dimitrovgrad,Bulgaria,,732263
Chirpan,Bulgaria,,732452
Burgas,Bulgaria,,732770
Botevgrad,Bulgaria,,733014
Blagoevgrad,Bulgaria,,733191
Berkovitsa,Bulgaria,,733264
Aytos,Bulgaria,,733579
Asparuhovo,Bulgaria,,733606
Asenovgrad,Bulgaria,,733618
Sitrah,Bahrain,,290104
Madīnat ‘Īsá,Bahrain,,290187
Jidd Ḩafş,Bahrain,,290215
Madīnat Ḩamad,Bahrain,,290247
Dār Kulayb,Bahrain,,290269
Al Muharraq,Bahrain,,290332
Manama,Bahrain,,290340
Ar Rifā‘,Bahrain,,385038
Rumonge,Burundi,,423549
Gatumba,Burundi,,425309
Bujumbura,Burundi,,425378
Gitega,Burundi,,426272
Karuzi,Burundi,,428219
Bubanza,Burundi,,428515
Cibitoke,Burundi,,430021
Ngozi,Burundi,,430569
Kayanza,Burundi,,430952
Kirundo,Burundi,,432456
Zinvié,Benin,,2390731
Zé,Benin,,2390740
Toviklin,Benin,,2391034
Toukountouna,Benin,,2391067
Tchaourou,Benin,,2391377
Tanguiéta,Benin,,2391455
Sinendé,Benin,,2391739
Semi,Benin,,2391833
Ségbana,Benin,,2391871
Sé,Benin,,2391881
Savé,Benin,,2391893
Savalou,Benin,,2391895
Sakété,Benin,,2392009
Porto-Novo,Benin,,2392087
Pobé,Benin,,2392108
Pèrèrè,Benin,,2392134
Péhonko,Benin,,2392164
Parakou,Benin,,2392204
Ouinhi,Benin,,2392303
Ouidah,Benin,,2392308
Ouessé,Benin,,2392319
Nikki,Benin,,2392505
Ndali,Benin,,2392595
Natitingou,Benin,,2392601
Missérété,Benin,,2392746
Matéri,Benin,,2392781
Malanville,Benin,,2392837
Lokossa,Benin,,2392897
Kouandé,Benin,,2393287
Kétou,Benin,,2393551
Kérou,Benin,,2393561
Kandi,Benin,,2393693
Kalalé,Benin,,2393722
Godomè,Benin,,2394092
Glazoué,Benin,,2394111
Ekpé,Benin,,2394427
Dogbo,Benin,,2394545
Djougou,Benin,,2394560
Djidja,Benin,,2394576
Djakotomé,Benin,,2394597
Dassa-Zoumé,Benin,,2394711
Cové,Benin,,2394814
Cotonou,Benin,,2394819
Kopargo,Benin,,2394822
Comé,Benin,,2394824
Boukoumbé,Benin,,2394914
Bohicon,Benin,,2395049
Bembèrèkè,Benin,,2395182
Bassila,Benin,,2395261
Banté,Benin,,2395301
Banikoara,Benin,,2395317
Banigbé,Benin,,2395325
Avrankou,Benin,,2395477
Athiémé,Benin,,2395510
Aplahoué,Benin,,2395568
Allada,Benin,,2395635
Adjarra,Benin,,2395870
Adjaouèrè,Benin,,2395874
Abomey-Calavi,Benin,,2395914
Abomey,Benin,,2395915
Ouaké,Benin,,2596746
Cobly,Benin,,10339095
Klouékanmè,Benin,,10339148
Kpozoun,Benin,,11427410
Gustavia,Saint Barthélemy,,3579132
Hamilton,Bermuda,,3573197
Tutong,Brunei Darussalam,,1820071
Seria,Brunei Darussalam,,1820187
Kuala Belait,Brunei Darussalam,,1820491
Liang,Brunei Darussalam,,1820557
Serasa,Brunei Darussalam,,1820574
Sengkurong,Brunei Darussalam,,1820575
Mentiri,Brunei Darussalam,,1820635
Bandar Seri Begawan,Brunei Darussalam,,1820906
Yacuiba,"Bolivia, Plurinational State of",,3901178
Warnes,"Bolivia, Plurinational State of",,3901301
Vinto,"Bolivia, Plurinational State of",,3901435
Villazón,"Bolivia, Plurinational State of",,3901501
Villa Yapacaní,"Bolivia, Plurinational State of",,3901504
Villamontes,"Bolivia, Plurinational State of",,3901547
Viacha,"Bolivia, Plurinational State of",,3901742
Tupiza,"Bolivia, Plurinational State of",,3902202
Trinidad,"Bolivia, Plurinational State of",,3902377
Tiquipaya,"Bolivia, Plurinational State of",,3902949
Tarija,"Bolivia, Plurinational State of",,3903320
Sucre,"Bolivia, Plurinational State of",,3903987
Sipe Sipe,"Bolivia, Plurinational State of",,3904221
El Torno,"Bolivia, Plurinational State of",,3904666
Santa Cruz de la Sierra,"Bolivia, Plurinational State of",,3904906
San Ignacio de Velasco,"Bolivia, Plurinational State of",,3905658
Sacaba,"Bolivia, Plurinational State of",,3906194
Riberalta,"Bolivia, Plurinational State of",,3906466
